HIV/AIDS and tuberculosis,,,,,,,,,,
Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Carson City, Nevada",32510,"1.49 (1.08, 2.01)","2.01 (1.59, 2.50)","7.35 (6.27, 8.58)","12.16 (10.65, 13.98)","3.67 (3.05, 4.38)","3.09 (2.51, 3.74)","1.93 (1.47, 2.46)","1.55 (1.14, 2.02)","4.45 (-30.89, 62.26)"
"Churchill County, Nevada",32001,"0.98 (0.65, 1.40)","1.19 (0.86, 1.60)","4.66 (3.72, 5.69)","8.01 (6.59, 9.72)","2.28 (1.76, 2.89)","1.76 (1.29, 2.33)","1.07 (0.74, 1.52)","0.86 (0.57, 1.26)","-12.18 (-43.96, 36.86)"
"Clark County, Nevada",32003,"1.39 (1.13, 1.68)","2.35 (2.02, 2.70)","9.67 (9.01, 10.35)","15.34 (14.63, 16.07)","5.93 (5.51, 6.36)","5.32 (4.89, 5.74)","3.17 (2.84, 3.50)","2.95 (2.65, 3.27)","111.36 (68.52, 169.81)"
"Douglas County, Nevada",32005,"0.82 (0.59, 1.16)","1.05 (0.80, 1.38)","3.91 (3.24, 4.71)","5.84 (4.90, 6.84)","1.72 (1.37, 2.17)","1.33 (1.02, 1.70)","0.84 (0.60, 1.15)","0.67 (0.46, 0.91)","-19.26 (-47.23, 17.17)"
"Elko County, Nevada",32007,"0.62 (0.42, 0.87)","0.71 (0.51, 0.95)","3.10 (2.46, 3.82)","5.55 (4.56, 6.65)","1.45 (1.09, 1.85)","1.10 (0.81, 1.46)","0.62 (0.43, 0.87)","0.51 (0.35, 0.71)","-16.52 (-45.56, 27.52)"
"Esmeralda County, Nevada",32009,"0.62 (0.39, 0.95)","0.89 (0.58, 1.29)","3.82 (2.69, 5.16)","6.63 (4.74, 8.72)","1.79 (1.15, 2.62)","1.39 (0.83, 2.08)","0.85 (0.47, 1.36)","0.78 (0.40, 1.35)","26.07 (-28.41, 117.05)"
"Eureka County, Nevada",32011,"0.56 (0.33, 0.86)","0.68 (0.44, 1.00)","3.04 (2.15, 4.13)","5.28 (3.78, 7.11)","1.35 (0.91, 1.94)","1.13 (0.69, 1.69)","0.68 (0.38, 1.04)","0.56 (0.31, 0.93)","0.46 (-41.19, 62.29)"
"Humboldt County, Nevada",32013,"0.63 (0.43, 0.90)","0.77 (0.55, 1.05)","3.42 (2.70, 4.31)","5.95 (4.73, 7.32)","1.47 (1.07, 1.95)","1.15 (0.81, 1.59)","0.67 (0.44, 0.98)","0.55 (0.35, 0.82)","-13.15 (-45.00, 36.53)"
"Lander County, Nevada",32015,"0.64 (0.42, 0.95)","0.76 (0.54, 1.05)","3.47 (2.66, 4.45)","6.28 (4.86, 8.03)","1.69 (1.18, 2.34)","1.30 (0.87, 1.84)","0.73 (0.48, 1.11)","0.62 (0.38, 0.99)","-2.78 (-38.90, 50.80)"
"Lincoln County, Nevada",32017,"0.66 (0.46, 0.93)","0.78 (0.57, 1.06)","3.47 (2.63, 4.46)","6.28 (4.90, 7.84)","1.70 (1.26, 2.32)","1.34 (0.94, 1.87)","0.82 (0.55, 1.17)","0.69 (0.45, 1.04)","4.92 (-30.86, 61.81)"
"Lyon County, Nevada",32019,"0.96 (0.66, 1.36)","1.17 (0.88, 1.54)","4.58 (3.76, 5.56)","7.85 (6.55, 9.29)","2.27 (1.79, 2.84)","1.90 (1.46, 2.43)","1.17 (0.86, 1.54)","0.96 (0.69, 1.32)","-0.15 (-34.94, 53.02)"
"Mineral County, Nevada",32021,"1.17 (0.78, 1.72)","1.35 (0.93, 1.90)","5.49 (4.17, 7.04)","9.61 (7.56, 12.01)","2.71 (1.94, 3.64)","2.10 (1.41, 2.94)","1.21 (0.78, 1.81)","0.99 (0.59, 1.54)","-15.27 (-48.46, 34.20)"
"Nye County, Nevada",32023,"0.74 (0.53, 1.02)","0.99 (0.75, 1.27)","4.66 (3.82, 5.69)","8.36 (6.94, 9.92)","2.47 (1.92, 3.09)","2.12 (1.63, 2.70)","1.34 (0.97, 1.78)","1.14 (0.80, 1.56)","53.60 (1.57, 123.84)"
"Pershing County, Nevada",32027,"0.64 (0.39, 0.98)","0.76 (0.49, 1.09)","3.35 (2.44, 4.48)","6.18 (4.58, 8.13)","1.92 (1.23, 2.80)","1.41 (0.86, 2.10)","0.78 (0.42, 1.24)","0.60 (0.31, 1.03)","-6.48 (-48.39, 61.58)"
"Storey County, Nevada",32029,"1.16 (0.71, 1.83)","1.26 (0.82, 1.84)","4.23 (3.13, 5.67)","6.75 (5.09, 8.74)","2.24 (1.54, 3.10)","1.84 (1.20, 2.66)","1.17 (0.68, 1.81)","1.02 (0.58, 1.61)","-11.82 (-46.50, 47.16)"
"Washoe County, Nevada",32031,"1.30 (1.02, 1.66)","1.86 (1.53, 2.28)","7.45 (6.72, 8.28)","11.58 (10.61, 12.55)","3.58 (3.11, 4.05)","2.98 (2.57, 3.43)","1.91 (1.60, 2.24)","1.62 (1.33, 1.95)","24.28 (-9.79, 69.68)"
"White Pine County, Nevada",32033,"0.70 (0.47, 0.96)","0.89 (0.65, 1.20)","4.21 (3.28, 5.30)","7.65 (6.12, 9.34)","2.04 (1.53, 2.66)","1.57 (1.12, 2.13)","0.91 (0.60, 1.33)","0.76 (0.49, 1.10)","8.49 (-28.93, 62.32)"
New Hampshire,33,"0.75 (0.63, 0.89)","0.97 (0.87, 1.08)","3.49 (3.26, 3.72)","5.37 (5.08, 5.69)","1.54 (1.42, 1.68)","1.20 (1.08, 1.32)","0.68 (0.60, 0.77)","0.53 (0.46, 0.61)","-28.68 (-42.81, -9.99)"
"Belknap County, New Hampshire",33001,"0.71 (0.46, 1.05)","0.92 (0.67, 1.25)","3.55 (2.88, 4.37)","5.84 (4.79, 7.01)","1.43 (1.05, 1.87)","1.10 (0.76, 1.50)","0.59 (0.38, 0.85)","0.45 (0.27, 0.69)","-36.58 (-60.85, -0.03)"
"Carroll County, New Hampshire",33003,"0.75 (0.50, 1.10)","1.00 (0.74, 1.33)","3.57 (2.92, 4.33)","5.61 (4.58, 6.75)","1.57 (1.15, 2.04)","1.16 (0.82, 1.58)","0.66 (0.44, 0.98)","0.49 (0.31, 0.73)","-34.20 (-56.92, -0.37)"
"Cheshire County, New Hampshire",33005,"0.64 (0.45, 0.89)","0.92 (0.71, 1.19)","3.45 (2.88, 4.10)","5.43 (4.48, 6.43)","1.42 (1.11, 1.80)","1.02 (0.74, 1.36)","0.59 (0.40, 0.82)","0.45 (0.29, 0.63)","-30.18 (-56.29, 6.42)"
"Coos County, New Hampshire",33007,"0.82 (0.51, 1.21)","0.99 (0.68, 1.41)","3.57 (2.76, 4.50)","5.74 (4.49, 7.16)","1.53 (1.08, 2.08)","1.20 (0.78, 1.72)","0.64 (0.37, 1.01)","0.48 (0.27, 0.78)","-41.22 (-65.25, -3.04)"
"Grafton County, New Hampshire",33009,"0.62 (0.43, 0.86)","0.80 (0.61, 1.05)","3.03 (2.50, 3.65)","4.76 (3.95, 5.64)","1.25 (0.98, 1.60)","0.92 (0.70, 1.20)","0.52 (0.37, 0.70)","0.38 (0.27, 0.53)","-38.62 (-58.83, -8.58)"
"Hillsborough County, New Hampshire",33011,"0.78 (0.58, 1.01)","0.99 (0.81, 1.19)","3.35 (2.95, 3.78)","5.35 (4.75, 5.97)","1.67 (1.43, 1.95)","1.35 (1.12, 1.59)","0.77 (0.62, 0.94)","0.61 (0.47, 0.77)","-21.62 (-45.75, 13.47)"
"Merrimack County, New Hampshire",33013,"0.76 (0.55, 1.01)","1.00 (0.79, 1.25)","3.82 (3.27, 4.43)","6.01 (5.18, 6.91)","1.76 (1.45, 2.18)","1.36 (1.09, 1.70)","0.75 (0.57, 0.99)","0.61 (0.45, 0.83)","-19.31 (-44.06, 20.34)"
"Rockingham County, New Hampshire",33015,"0.84 (0.62, 1.13)","1.02 (0.82, 1.27)","3.61 (3.14, 4.13)","5.01 (4.45, 5.65)","1.40 (1.17, 1.65)","1.05 (0.87, 1.27)","0.62 (0.48, 0.78)","0.49 (0.38, 0.63)","-41.66 (-60.47, -13.43)"
"Strafford County, New Hampshire",33017,"0.75 (0.52, 1.06)","1.02 (0.77, 1.34)","3.80 (3.16, 4.54)","5.88 (5.01, 6.88)","1.68 (1.32, 2.09)","1.37 (1.05, 1.73)","0.81 (0.59, 1.10)","0.63 (0.44, 0.88)","-16.50 (-43.85, 24.07)"
"Sullivan County, New Hampshire",33019,"0.59 (0.40, 0.85)","0.78 (0.57, 1.05)","3.14 (2.53, 3.84)","4.99 (4.04, 6.09)","1.31 (0.95, 1.77)","0.92 (0.64, 1.29)","0.50 (0.33, 0.73)","0.37 (0.23, 0.56)","-36.45 (-59.29, -6.50)"
New Jersey,34,"2.79 (2.58, 3.00)","6.08 (5.89, 6.28)","19.59 (19.27, 19.92)","25.65 (25.27, 26.02)","10.52 (10.31, 10.73)","8.04 (7.86, 8.23)","5.14 (4.97, 5.29)","4.08 (3.95, 4.23)","46.26 (35.19, 59.09)"
"Atlantic County, New Jersey",34001,"2.52 (2.03, 3.06)","5.51 (4.77, 6.24)","18.44 (17.00, 20.00)","31.33 (29.53, 33.19)","12.80 (11.66, 13.96)","11.52 (10.46, 12.77)","7.67 (6.83, 8.55)","6.19 (5.42, 7.00)","145.23 (91.70, 211.30)"
"Bergen County, New Jersey",34003,"1.67 (1.38, 1.99)","2.98 (2.65, 3.33)","9.74 (9.18, 10.34)","12.74 (12.10, 13.35)","4.58 (4.21, 4.95)","3.07 (2.76, 3.40)","1.72 (1.50, 1.95)","1.31 (1.12, 1.52)","-21.26 (-38.86, 0.47)"
"Burlington County, New Jersey",34005,"1.15 (0.88, 1.47)","1.85 (1.54, 2.16)","6.55 (5.94, 7.22)","10.75 (9.94, 11.60)","3.45 (3.03, 3.88)","2.86 (2.49, 3.27)","1.77 (1.50, 2.08)","1.38 (1.16, 1.66)","20.12 (-11.83, 62.55)"
"Camden County, New Jersey",34007,"1.38 (1.12, 1.69)","2.68 (2.33, 3.04)","11.01 (10.28, 11.83)","18.15 (17.18, 19.13)","7.51 (6.85, 8.22)","5.78 (5.19, 6.41)","3.61 (3.12, 4.15)","3.03 (2.64, 3.48)","120.32 (71.84, 183.13)"
"Cape May County, New Jersey",34009,"1.24 (0.90, 1.64)","2.33 (1.90, 2.80)","9.86 (8.65, 11.14)","17.67 (15.79, 19.55)","6.30 (5.47, 7.25)","4.80 (4.04, 5.60)","3.41 (2.80, 4.10)","2.74 (2.20, 3.34)","120.43 (58.20, 226.09)"
"Cumberland County, New Jersey",34011,"1.73 (1.34, 2.20)","3.12 (2.60, 3.72)","11.73 (10.58, 13.01)","21.66 (19.84, 23.60)","10.41 (9.34, 11.69)","9.26 (8.11, 10.40)","5.81 (5.03, 6.68)","5.39 (4.55, 6.23)","211.60 (134.79, 315.58)"
"Essex County, New Jersey",34013,"6.13 (5.39, 6.95)","19.27 (18.10, 20.55)","64.21 (62.41, 66.13)","75.31 (73.19, 77.43)","37.39 (35.99, 38.78)","30.07 (28.77, 31.41)","20.59 (19.44, 21.83)","15.39 (14.42, 16.51)","151.10 (116.63, 190.68)"
"Gloucester County, New Jersey",34015,"1.18 (0.90, 1.53)","1.83 (1.50, 2.18)","7.07 (6.27, 7.88)","10.60 (9.63, 11.57)","3.48 (3.05, 3.96)","2.96 (2.52, 3.45)","1.94 (1.62, 2.32)","1.66 (1.36, 1.99)","40.86 (4.06, 89.93)"
"Hudson County, New Jersey",34017,"5.80 (5.06, 6.63)","13.49 (12.53, 14.54)","42.47 (40.90, 44.28)","51.08 (49.36, 52.86)","20.83 (19.79, 21.94)","14.26 (13.32, 15.33)","9.05 (8.29, 9.85)","7.37 (6.67, 8.11)","27.10 (7.90, 49.84)"
"Hunterdon County, New Jersey",34019,"1.07 (0.78, 1.45)","1.55 (1.23, 1.92)","4.97 (4.34, 5.72)","7.77 (6.86, 8.75)","2.19 (1.85, 2.58)","1.62 (1.34, 1.96)","0.92 (0.72, 1.18)","0.70 (0.53, 0.90)","-34.60 (-56.07, -1.99)"
"Mercer County, New Jersey",34021,"2.40 (1.98, 2.97)","4.20 (3.66, 4.82)","14.35 (13.26, 15.48)","21.58 (20.28, 22.89)","9.04 (8.20, 9.91)","7.14 (6.43, 7.92)","4.85 (4.25, 5.52)","4.10 (3.63, 4.63)","70.68 (36.33, 118.06)"
"Middlesex County, New Jersey",34023,"2.26 (1.85, 2.71)","3.81 (3.33, 4.35)","12.74 (11.97, 13.49)","17.32 (16.42, 18.14)","6.15 (5.64, 6.66)","4.15 (3.77, 4.58)","2.50 (2.16, 2.88)","1.88 (1.60, 2.20)","-16.83 (-34.98, 7.42)"
"Monmouth County, New Jersey",34025,"2.34 (1.95, 2.79)","3.97 (3.51, 4.48)","13.25 (12.43, 14.16)","20.00 (19.05, 20.99)","6.89 (6.31, 7.48)","5.33 (4.83, 5.86)","2.88 (2.52, 3.27)","2.24 (1.94, 2.59)","-4.59 (-24.14, 21.88)"
"Morris County, New Jersey",34027,"1.45 (1.14, 1.80)","2.11 (1.80, 2.46)","6.44 (5.86, 7.03)","9.53 (8.85, 10.28)","2.99 (2.63, 3.33)","2.30 (2.00, 2.64)","1.29 (1.08, 1.53)","0.97 (0.80, 1.17)","-32.61 (-49.59, -8.89)"
"Ocean County, New Jersey",34029,"1.43 (1.14, 1.76)","2.51 (2.16, 2.90)","9.39 (8.67, 10.21)","14.31 (13.41, 15.28)","4.76 (4.27, 5.24)","3.76 (3.33, 4.24)","2.08 (1.76, 2.44)","1.58 (1.32, 1.90)","10.82 (-15.71, 45.12)"
"Passaic County, New Jersey",34031,"4.11 (3.47, 4.84)","9.03 (8.22, 9.93)","28.58 (27.24, 30.04)","36.64 (34.94, 38.26)","15.48 (14.53, 16.49)","12.25 (11.38, 13.18)","7.32 (6.56, 8.03)","6.18 (5.51, 6.87)","50.38 (23.48, 83.75)"
"Salem County, New Jersey",34033,"1.87 (1.35, 2.47)","2.79 (2.23, 3.41)","10.57 (9.18, 11.98)","17.21 (15.41, 19.39)","7.17 (6.12, 8.30)","6.41 (5.44, 7.58)","4.46 (3.67, 5.40)","3.86 (3.11, 4.70)","106.93 (52.38, 192.48)"
"Somerset County, New Jersey",34035,"1.68 (1.30, 2.18)","2.27 (1.88, 2.71)","7.19 (6.48, 8.01)","9.88 (9.00, 10.78)","3.52 (3.08, 3.97)","2.44 (2.09, 2.83)","1.40 (1.15, 1.66)","1.10 (0.90, 1.34)","-34.23 (-51.64, -8.27)"
"Sussex County, New Jersey",34037,"1.29 (0.96, 1.69)","1.69 (1.36, 2.09)","5.84 (5.10, 6.64)","7.66 (6.78, 8.67)","2.53 (2.14, 2.96)","1.81 (1.49, 2.21)","1.02 (0.80, 1.27)","0.77 (0.59, 0.98)","-39.94 (-57.50, -14.57)"
"Union County, New Jersey",34039,"3.23 (2.72, 3.79)","7.04 (6.38, 7.75)","22.40 (21.25, 23.59)","31.42 (30.03, 32.87)","12.48 (11.62, 13.31)","9.60 (8.83, 10.47)","6.17 (5.54, 6.81)","4.71 (4.18, 5.27)","45.88 (18.08, 79.66)"
"Warren County, New Jersey",34041,"1.24 (0.89, 1.67)","1.61 (1.27, 1.99)","5.70 (4.89, 6.56)","8.71 (7.59, 9.74)","2.80 (2.31, 3.36)","2.11 (1.69, 2.56)","1.26 (0.97, 1.57)","0.97 (0.74, 1.26)","-21.32 (-44.89, 11.50)"
New Mexico,35,"1.58 (1.40, 1.79)","2.06 (1.89, 2.24)","6.82 (6.53, 7.13)","10.90 (10.53, 11.31)","3.25 (3.07, 3.42)","2.65 (2.51, 2.81)","1.74 (1.61, 1.87)","1.46 (1.34, 1.60)","-8.04 (-21.18, 8.72)"
"Bernalillo County, New Mexico",35001,"1.76 (1.39, 2.16)","2.63 (2.24, 3.03)","8.11 (7.44, 8.82)","12.92 (12.09, 13.79)","3.87 (3.47, 4.32)","3.13 (2.79, 3.49)","2.16 (1.84, 2.48)","1.80 (1.52, 2.11)","2.19 (-22.06, 35.57)"
"Catron County, New Mexico",35003,"0.85 (0.56, 1.22)","0.91 (0.63, 1.25)","3.47 (2.59, 4.53)","5.48 (4.21, 7.01)","1.43 (1.03, 1.98)","1.13 (0.77, 1.62)","0.69 (0.43, 1.05)","0.56 (0.34, 0.89)","-33.45 (-58.93, 5.18)"
"Chaves County, New Mexico",35005,"0.90 (0.60, 1.30)","1.16 (0.86, 1.56)","4.69 (3.84, 5.68)","8.15 (6.83, 9.58)","2.48 (1.97, 3.08)","2.05 (1.56, 2.63)","1.34 (0.97, 1.78)","1.16 (0.81, 1.59)","28.68 (-17.73, 97.86)"
"Cibola County, New Mexico",35006,"1.75 (1.31, 2.31)","1.93 (1.53, 2.41)","6.22 (5.37, 7.22)","10.35 (9.11, 11.77)","3.04 (2.53, 3.61)","2.41 (1.96, 2.93)","1.55 (1.20, 1.95)","1.29 (0.98, 1.66)","-25.91 (-49.88, 9.12)"
"Colfax County, New Mexico",35007,"1.05 (0.71, 1.49)","1.26 (0.91, 1.69)","4.76 (3.82, 5.91)","7.86 (6.23, 9.48)","2.30 (1.69, 3.07)","1.81 (1.28, 2.41)","1.13 (0.75, 1.66)","0.97 (0.62, 1.43)","-7.77 (-42.83, 47.02)"
"Curry County, New Mexico",35009,"0.80 (0.55, 1.15)","1.09 (0.81, 1.42)","4.49 (3.69, 5.39)","8.14 (6.80, 9.59)","2.39 (1.88, 2.95)","2.10 (1.62, 2.66)","1.36 (0.98, 1.81)","1.16 (0.83, 1.64)","44.20 (-9.13, 132.18)"
"De Baca County, New Mexico",35011,"0.68 (0.43, 1.00)","0.86 (0.59, 1.22)","3.49 (2.58, 4.61)","6.32 (4.75, 8.17)","1.68 (1.16, 2.34)","1.34 (0.90, 1.97)","0.82 (0.50, 1.26)","0.71 (0.42, 1.18)","5.23 (-37.91, 72.43)"
"Dona Ana County, New Mexico",35013,"1.34 (0.97, 1.79)","1.63 (1.29, 2.05)","5.68 (4.92, 6.46)","8.91 (7.91, 10.00)","2.66 (2.24, 3.13)","2.53 (2.11, 2.99)","1.51 (1.21, 1.85)","1.30 (1.00, 1.64)","-3.47 (-35.07, 46.17)"
"Eddy County, New Mexico",35015,"0.93 (0.66, 1.25)","1.29 (1.01, 1.65)","5.24 (4.37, 6.22)","8.83 (7.55, 10.17)","2.99 (2.45, 3.61)","2.54 (2.01, 3.16)","1.68 (1.26, 2.19)","1.44 (1.02, 1.93)","54.74 (-0.45, 140.62)"
"Grant County, New Mexico",35017,"1.43 (0.94, 2.05)","1.66 (1.22, 2.20)","5.70 (4.68, 6.96)","8.43 (7.07, 9.97)","2.57 (2.01, 3.28)","2.00 (1.48, 2.57)","1.24 (0.87, 1.70)","1.03 (0.70, 1.49)","-27.70 (-55.64, 21.57)"
"Guadalupe County, New Mexico",35019,"1.39 (0.93, 2.04)","1.62 (1.12, 2.32)","5.32 (4.05, 6.76)","8.60 (6.74, 10.77)","2.73 (1.95, 3.71)","2.24 (1.57, 3.17)","1.44 (0.91, 2.14)","1.14 (0.69, 1.77)","-17.87 (-48.83, 31.38)"
"Harding County, New Mexico",35021,"0.73 (0.47, 1.08)","0.82 (0.57, 1.14)","3.01 (2.26, 3.88)","5.08 (3.89, 6.50)","1.40 (0.98, 1.92)","1.10 (0.74, 1.57)","0.70 (0.44, 1.07)","0.56 (0.33, 0.88)","-23.93 (-53.20, 20.13)"
"Hidalgo County, New Mexico",35023,"1.20 (0.75, 1.88)","1.40 (0.95, 2.01)","4.93 (3.80, 6.34)","8.07 (6.22, 10.24)","2.28 (1.59, 3.12)","1.77 (1.17, 2.58)","1.07 (0.64, 1.65)","0.84 (0.48, 1.34)","-29.73 (-60.04, 21.62)"
"Lea County, New Mexico",35025,"0.85 (0.62, 1.15)","1.15 (0.88, 1.46)","4.98 (4.17, 5.92)","8.60 (7.37, 9.95)","2.80 (2.27, 3.40)","2.31 (1.80, 2.90)","1.55 (1.19, 1.98)","1.39 (1.03, 1.85)","62.81 (10.40, 140.78)"
"Lincoln County, New Mexico",35027,"0.75 (0.51, 1.05)","0.96 (0.72, 1.25)","3.55 (2.82, 4.34)","6.00 (4.88, 7.31)","1.67 (1.28, 2.15)","1.37 (1.02, 1.82)","0.89 (0.63, 1.22)","0.76 (0.51, 1.08)","0.23 (-33.99, 49.16)"
"Los Alamos County, New Mexico",35028,"0.99 (0.61, 1.46)","1.01 (0.67, 1.45)","2.91 (2.25, 3.72)","4.44 (3.51, 5.53)","1.19 (0.84, 1.62)","0.87 (0.58, 1.24)","0.51 (0.32, 0.76)","0.38 (0.23, 0.60)","-61.41 (-76.88, -38.25)"
"Luna County, New Mexico",35029,"1.59 (1.09, 2.24)","1.91 (1.40, 2.49)","6.47 (5.27, 7.83)","10.32 (8.55, 12.37)","3.74 (2.90, 4.68)","3.32 (2.52, 4.31)","2.32 (1.64, 3.12)","2.14 (1.48, 2.97)","34.34 (-16.79, 120.76)"
"McKinley County, New Mexico",35031,"5.98 (4.46, 7.75)","5.63 (4.49, 7.05)","11.77 (10.04, 13.67)","17.20 (15.02, 19.56)","5.84 (4.82, 6.95)","4.56 (3.75, 5.54)","2.99 (2.35, 3.72)","2.27 (1.72, 2.90)","-61.99 (-73.63, -44.59)"
"Mora County, New Mexico",35033,"1.67 (1.11, 2.41)","1.87 (1.34, 2.58)","5.80 (4.57, 7.24)","9.20 (7.40, 11.30)","2.68 (1.99, 3.54)","2.19 (1.54, 3.01)","1.44 (0.94, 2.00)","1.13 (0.72, 1.65)","-32.70 (-58.09, 6.47)"
"Otero County, New Mexico",35035,"0.85 (0.61, 1.13)","1.07 (0.81, 1.32)","4.22 (3.52, 4.98)","7.35 (6.19, 8.57)","2.18 (1.76, 2.72)","1.90 (1.47, 2.46)","1.16 (0.84, 1.57)","0.97 (0.68, 1.34)","14.82 (-26.07, 73.37)"
"Quay County, New Mexico",35037,"0.87 (0.62, 1.20)","1.20 (0.91, 1.59)","5.13 (4.23, 6.30)","8.91 (7.21, 10.82)","2.61 (2.02, 3.32)","2.30 (1.68, 3.10)","1.57 (1.07, 2.22)","1.33 (0.85, 1.95)","53.27 (-1.71, 134.94)"
"Rio Arriba County, New Mexico",35039,"1.89 (1.36, 2.54)","2.16 (1.65, 2.75)","7.37 (6.13, 8.79)","11.38 (9.63, 13.34)","3.07 (2.49, 3.75)","2.41 (1.88, 3.09)","1.49 (1.12, 1.96)","1.18 (0.85, 1.56)","-37.55 (-58.02, -8.89)"
"Roosevelt County, New Mexico",35041,"0.74 (0.50, 1.04)","1.00 (0.73, 1.33)","4.05 (3.27, 4.99)","7.16 (5.80, 8.74)","2.08 (1.60, 2.67)","1.74 (1.27, 2.29)","1.16 (0.80, 1.61)","0.98 (0.63, 1.42)","32.67 (-12.76, 106.62)"
"San Juan County, New Mexico",35045,"1.81 (1.31, 2.38)","1.89 (1.47, 2.40)","5.53 (4.65, 6.49)","8.57 (7.44, 9.86)","2.72 (2.24, 3.27)","2.03 (1.65, 2.44)","1.17 (0.91, 1.49)","0.96 (0.73, 1.23)","-46.82 (-62.35, -24.50)"
"San Miguel County, New Mexico",35047,"1.72 (1.19, 2.41)","1.93 (1.42, 2.50)","6.50 (5.26, 7.81)","10.01 (8.43, 11.82)","2.96 (2.35, 3.75)","2.33 (1.78, 3.00)","1.41 (1.03, 1.92)","1.11 (0.78, 1.55)","-35.44 (-58.11, -0.29)"
"Sandoval County, New Mexico",35043,"2.18 (1.59, 2.91)","2.04 (1.56, 2.59)","5.77 (4.91, 6.69)","8.53 (7.46, 9.76)","2.67 (2.20, 3.22)","2.12 (1.73, 2.55)","1.27 (1.01, 1.61)","1.12 (0.87, 1.42)","-48.46 (-65.05, -25.45)"
"Santa Fe County, New Mexico",35049,"2.21 (1.67, 2.81)","2.87 (2.38, 3.43)","10.00 (8.92, 11.26)","15.46 (13.98, 16.92)","4.04 (3.50, 4.65)","3.16 (2.71, 3.70)","2.17 (1.79, 2.63)","1.77 (1.45, 2.17)","-19.90 (-42.50, 16.19)"
"Sierra County, New Mexico",35051,"1.07 (0.74, 1.49)","1.24 (0.90, 1.70)","5.05 (3.98, 6.27)","8.83 (7.26, 10.71)","2.71 (2.03, 3.61)","2.31 (1.66, 3.11)","1.52 (1.05, 2.24)","1.29 (0.86, 1.95)","20.64 (-25.11, 90.12)"
"Socorro County, New Mexico",35053,"1.56 (1.05, 2.26)","1.66 (1.21, 2.30)","5.11 (4.02, 6.33)","8.45 (6.88, 10.31)","2.50 (1.87, 3.22)","1.99 (1.42, 2.68)","1.22 (0.81, 1.76)","1.00 (0.63, 1.49)","-36.26 (-60.09, -1.10)"
"Taos County, New Mexico",35055,"1.87 (1.33, 2.55)","2.25 (1.73, 2.87)","7.17 (5.97, 8.54)","11.48 (9.80, 13.35)","3.31 (2.73, 3.99)","2.60 (2.05, 3.26)","1.71 (1.28, 2.22)","1.35 (0.97, 1.85)","-27.79 (-52.91, 12.71)"
"Torrance County, New Mexico",35057,"0.97 (0.67, 1.38)","1.14 (0.83, 1.50)","4.09 (3.23, 5.10)","7.29 (5.88, 8.85)","2.11 (1.58, 2.68)","1.76 (1.28, 2.30)","1.08 (0.75, 1.49)","0.91 (0.61, 1.32)","-5.72 (-37.54, 45.95)"
"Union County, New Mexico",35059,"0.84 (0.59, 1.21)","1.05 (0.76, 1.42)","4.31 (3.35, 5.52)","7.63 (6.06, 9.38)","2.21 (1.62, 2.99)","1.96 (1.39, 2.68)","1.28 (0.88, 1.87)","1.09 (0.70, 1.62)","30.12 (-18.33, 102.19)"
"Valencia County, New Mexico",35061,"1.75 (1.31, 2.31)","1.93 (1.53, 2.41)","6.22 (5.37, 7.22)","10.35 (9.11, 11.77)","3.04 (2.53, 3.61)","2.41 (1.96, 2.93)","1.55 (1.20, 1.95)","1.29 (0.98, 1.66)","-25.91 (-49.88, 9.12)"
New York,36,"2.79 (2.62, 2.98)","9.42 (9.23, 9.62)","28.40 (28.06, 28.76)","36.53 (36.18, 36.86)","13.54 (13.36, 13.72)","10.26 (10.11, 10.43)","6.57 (6.43, 6.70)","4.87 (4.74, 5.00)","74.36 (62.56, 86.72)"
"Albany County, New York",36001,"1.65 (1.31, 2.05)","3.09 (2.67, 3.53)","11.52 (10.59, 12.56)","16.94 (15.76, 18.14)","6.84 (6.13, 7.61)","5.27 (4.64, 5.92)","3.45 (2.99, 4.00)","2.67 (2.23, 3.12)","61.38 (23.32, 113.71)"
"Allegany County, New York",36003,"0.79 (0.55, 1.13)","1.09 (0.82, 1.41)","4.34 (3.61, 5.20)","7.43 (6.22, 8.85)","2.17 (1.69, 2.78)","1.74 (1.31, 2.31)","1.04 (0.72, 1.44)","0.86 (0.59, 1.24)","8.82 (-29.12, 63.39)"
"Bronx County, New York",36005,"6.46 (5.72, 7.31)","22.77 (21.66, 23.92)","70.29 (68.52, 72.06)","104.33 (102.07, 106.60)","42.84 (41.70, 44.11)","34.07 (32.92, 35.14)","23.18 (22.12, 24.19)","16.38 (15.42, 17.33)","153.41 (120.26, 191.53)"
"Broome County, New York",36007,"1.08 (0.82, 1.41)","1.69 (1.40, 2.04)","6.07 (5.43, 6.83)","9.84 (8.85, 10.88)","3.55 (3.07, 4.12)","3.07 (2.63, 3.59)","2.12 (1.74, 2.55)","1.78 (1.44, 2.16)","64.28 (17.34, 132.65)"
